Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.
5819,5,5,5,1,5,5,5,1
5820,1,1,1,0,1,1,1,0
5821,3,3,3,1,3,3,3,1
5822,5,5,5,1,5,5,5,1
5823,3,3,3,1,3,3,3,1
5824,5,5,5,1,5,5,5,1
5825,2,2,2,0,2,2,2,0
5826,4,4,4,1,4,4,4,1
5827,3,3,3,1,3,3,3,1
5828,1,1,1,1,1,1,1,1
5829,5,5,5,1,5,5,5,1
5830,2,2,2,1,2,2,2,1
5831,4,4,4,1,4,4,4,1
5832,5,5,5,0,5,5,5,0
5833,2,2,2,1,2,2,2,1
5834,5,5,5,1,5,5,5,1
5835,3,3,3,1,3,3,3,1
5836,1,1,1,1,1,1,1,1
5837,5,5,5,1,5,5,5,1
5838,3,3,3,1,3,3,3,1
5839,2,2,2,1,2,2,2,1
5840,2,2,2,1,2,2,2,1
5841,4,4,4,0,4,4,4,0
5842,4,4,4,1,4,4,4,1
5843,3,3,3,0,3,3,3,0
5844,5,5,5,1,5,5,5,1
5845,3,3,3,1,3,3,3,1
5846,1,1,1,0,1,1,1,0
5847,5,5,5,1,5,5,5,1
5848,5,5,5,1,5,5,5,1
5849,2,2,2,1,2,2,2,1
5850,1,1,1,1,1,1,1,1
5851,5,5,5,0,5,5,5,0
5852,2,2,2,1,2,2,2,1
5853,3,3,3,1,3,3,3,1
5854,5,5,5,1,5,5,5,1
5855,3,3,3,0,3,3,3,0
5856,4,4,4,1,4,4,4,1
5857,5,5,5,1,5,5,5,1
5858,2,2,2,1,2,2,2,1
5859,5,5,5,1,5,5,5,1
5860,1,1,1,0,1,1,1,0
5861,3,3,3,1,3,3,3,1
5862,5,5,5,1,5,5,5,1
5863,3,3,3,1,3,3,3,1
5864,5,5,5,1,5,5,5,1
5865,2,2,2,0,2,2,2,0
5866,4,4,4,1,4,4,4,1
5867,3,3,3,1,3,3,3,1
5868,1,1,1,1,1,1,1,1
5869,5,5,5,1,5,5,5,1
5870,2,2,2,1,2,2,2,1
5871,4,4,4,1,4,4,4,1
5872,5,5,5,0,5,5,5,0
5873,2,2,2,1,2,2,2,1
5874,5,5,5,1,5,5,5,1
5875,3,3,3,1,3,3,3,1
5876,1,1,1,1,1,1,1,1
5877,5,5,5,1,5,5,5,1
5878,3,3,3,1,3,3,3,1
5879,2,2,2,1,2,2,2,1
5880,2,2,2,1,2,2,2,1
5881,4,4,4,0,4,4,4,0
5882,4,4,4,1,4,4,4,1
5883,3,3,3,0,3,3,3,0
5884,5,5,5,1,5,5,5,1
5885,3,3,3,1,3,3,3,1
5886,1,1,1,0,1,1,1,0
5887,5,5,5,1,5,5,5,1
5888,5,5,5,1,5,5,5,1
5889,2,2,2,1,2,2,2,1
5890,1,1,1,1,1,1,1,1
5891,5,5,5,0,5,5,5,0
5892,2,2,2,1,2,2,2,1
5893,3,3,3,1,3,3,3,1
5894,5,5,5,1,5,5,5,1
5895,3,3,3,0,3,3,3,0
5896,4,4,4,1,4,4,4,1
5897,5,5,5,1,5,5,5,1
5898,2,2,2,1,2,2,2,1
5899,5,5,5,1,5,5,5,1
5900,1,1,1,0,1,1,1,0
5901,3,3,3,1,3,3,3,1
5902,5,5,5,1,5,5,5,1
5903,3,3,3,1,3,3,3,1
5904,5,5,5,1,5,5,5,1
5905,2,2,2,0,2,2,2,0
5906,4,4,4,1,4,4,4,1
5907,3,3,3,1,3,3,3,1
5908,1,1,1,1,1,1,1,1
5909,5,5,5,1,5,5,5,1
5910,2,2,2,1,2,2,2,1
5911,4,4,4,1,4,4,4,1
5912,5,5,5,0,5,5,5,0
5913,2,2,2,1,2,2,2,1
5914,5,5,5,1,5,5,5,1
5915,3,3,3,1,3,3,3,1
5916,1,1,1,1,1,1,1,1
5917,5,5,5,1,5,5,5,1
5918,3,3,3,1,3,3,3,1
5919,2,2,2,1,2,2,2,1
5920,2,2,2,1,2,2,2,1
5921,4,4,4,0,4,4,4,0
5922,4,4,4,1,4,4,4,1
5923,3,3,3,0,3,3,3,0
5924,5,5,5,1,5,5,5,1
5925,3,3,3,1,3,3,3,1
5926,1,1,1,0,1,1,1,0
5927,5,5,5,1,5,5,5,1
5928,5,5,5,1,5,5,5,1
5929,2,2,2,1,2,2,2,1
5930,1,1,1,1,1,1,1,1
5931,5,5,5,0,5,5,5,0
5932,2,2,2,1,2,2,2,1
5933,3,3,3,1,3,3,3,1
5934,5,5,5,1,5,5,5,1
5935,3,3,3,0,3,3,3,0
5936,4,4,4,1,4,4,4,1
5937,5,5,5,1,5,5,5,1
5938,2,2,2,1,2,2,2,1
5939,5,5,5,1,5,5,5,1
5940,1,1,1,0,1,1,1,0
5941,3,3,3,1,3,3,3,1
5942,5,5,5,1,5,5,5,1
5943,3,3,3,1,3,3,3,1
5944,5,5,5,1,5,5,5,1
5945,2,2,2,0,2,2,2,0
5946,4,4,4,1,4,4,4,1
5947,3,3,3,1,3,3,3,1
5948,1,1,1,1,1,1,1,1
5949,5,5,5,1,5,5,5,1
5950,2,2,2,1,2,2,2,1
5951,4,4,4,1,4,4,4,1
5952,5,5,5,0,5,5,5,0
5953,2,2,2,1,2,2,2,1
5954,5,5,5,1,5,5,5,1
5955,3,3,3,1,3,3,3,1
5956,1,1,1,1,1,1,1,1
5957,5,5,5,1,5,5,5,1
5958,3,3,3,1,3,3,3,1
5959,2,2,2,1,2,2,2,1
5960,2,2,2,1,2,2,2,1
5961,4,4,4,0,4,4,4,0
5962,4,4,4,1,4,4,4,1
5963,3,3,3,0,3,3,3,0
5964,5,5,5,1,5,5,5,1
5965,3,3,3,1,3,3,3,1
5966,1,1,1,0,1,1,1,0
5967,5,5,5,1,5,5,5,1
5968,5,5,5,1,5,5,5,1
5969,2,2,2,1,2,2,2,1
5970,1,1,1,1,1,1,1,1
5971,5,5,5,0,5,5,5,0
5972,2,2,2,1,2,2,2,1
5973,3,3,3,1,3,3,3,1
5974,3,5,5,1,,5,5,1
5975,3,3,3,0,,3,3,0
5976,3,4,4,1,,4,4,1
5977,3,5,5,1,,5,5,1
5978,3,2,2,1,,2,2,1
5979,3,5,5,1,,5,5,1
5980,3,1,1,0,,1,1,0
5981,3,3,3,1,,3,3,1
5982,3,5,5,1,,5,5,1
5983,3,3,3,1,,3,3,1
5984,3,5,5,1,,5,5,1
5985,3,2,2,0,,2,2,0
5986,3,4,4,1,,4,4,1
5987,3,3,3,1,,3,3,1
5988,3,1,1,1,,1,1,1
5989,3,5,5,1,,5,5,1
5990,3,2,2,1,,2,2,1
5991,3,4,4,1,,4,4,1
5992,3,5,5,0,,5,5,0
5993,3,2,2,1,,2,2,1
5994,3,5,5,1,,5,5,1
5995,3,3,3,1,,3,3,1
5996,3,1,1,1,,1,1,1
5997,5,5,5,1,5,5,5,1
5998,3,3,3,1,3,3,3,1
5999,4,2,2,1,4,2,2,1
6000,5,2,2,1,5,2,2,1
6001,2,4,4,0,2,4,4,0
6002,5,4,4,1,5,4,4,1
6003,1,3,3,0,1,3,3,0
6004,3,5,5,1,3,5,5,1
6005,5,3,3,1,5,3,3,1
6006,3,1,1,0,3,1,1,0
6007,5,5,5,1,5,5,5,1
6008,2,5,5,1,2,5,5,1
6009,4,2,2,1,4,2,2,1
6010,3,1,1,1,3,1,1,1
6011,1,5,5,0,1,5,5,0
6012,5,2,2,1,5,2,2,1
6013,2,3,3,1,2,3,3,1
6014,4,3,3,1,4,,,1
6015,5,5,5,0,5,5,5,0
6016,2,3,3,1,2,3,3,1
6017,5,4,4,1,5,4,4,1
6018,3,5,5,1,3,5,5,1
6019,1,2,2,1,1,2,2,1
6020,5,5,5,0,5,5,5,0
6021,3,1,1,1,3,1,1,1
6022,2,3,3,1,2,3,3,1
6023,2,5,5,1,2,5,5,1
6024,4,3,3,1,4,3,3,1
6025,4,5,5,0,4,5,5,0
6026,3,2,2,1,3,2,2,1
6027,5,4,4,1,5,4,4,1
6028,3,3,3,1,3,3,3,1
6029,1,1,1,1,1,1,1,1
6030,5,5,5,1,5,5,5,1
6031,5,2,2,1,5,2,2,1
6032,2,4,4,0,2,4,4,0
6033,1,5,5,1,1,5,5,1
6034,5,2,2,1,5,2,2,1
6035,2,5,5,1,2,5,5,1
6036,3,3,3,1,3,3,3,1
6037,5,1,1,1,5,1,1,1
6038,3,5,5,1,3,5,5,1
6039,4,3,3,1,4,3,3,1
6040,5,2,2,1,5,2,2,1
6041,2,2,2,0,2,2,2,0
6042,5,4,4,1,5,4,4,1
6043,1,4,4,0,1,4,4,0
6044,3,3,3,1,3,3,3,1
6045,5,5,5,1,5,5,5,1
6046,3,3,3,0,3,3,3,0
6047,5,1,1,1,5,1,1,1
6048,2,5,5,1,2,5,5,1
6049,4,5,5,1,4,5,5,1
6050,3,2,2,1,3,2,2,1
6051,1,1,1,0,1,1,1,0
6052,5,5,5,1,5,5,5,1
6053,2,2,2,1,2,2,2,1
6054,4,3,3,1,4,3,3,1
6055,5,5,5,0,5,5,5,0
6056,2,3,3,1,2,3,3,1
6057,5,4,4,1,5,4,4,1
6058,3,5,5,1,3,5,5,1
6059,1,2,2,1,1,2,2,1
6060,5,5,5,0,5,5,5,0
6061,3,1,1,1,3,1,1,1
6062,2,3,3,1,2,3,3,1
6063,2,5,5,1,2,5,5,1
6064,4,3,3,1,4,3,3,1
6065,4,5,5,0,4,5,5,0
6066,3,2,2,1,3,2,2,1
6067,5,4,4,1,5,4,4,1
6068,3,3,3,1,3,3,3,1
6069,1,1,1,1,1,1,1,1
6070,5,5,5,1,5,5,5,1
6071,5,2,2,1,5,2,2,1
6072,2,4,4,0,2,4,4,0
6073,1,5,5,1,1,5,5,1
6074,5,2,2,1,5,2,2,1
6075,2,5,5,1,2,5,5,1
6076,3,3,3,1,3,3,3,1
6077,5,1,1,1,5,1,1,1
6078,3,5,5,1,3,5,5,1
6079,4,3,3,1,4,3,3,1
6080,5,2,2,1,5,2,2,1
6081,2,2,2,0,2,2,2,0
6082,5,4,4,1,5,4,4,1
6083,1,4,4,0,1,4,4,0
6084,3,3,3,1,3,3,3,1
6085,5,5,5,1,5,5,5,1
6086,3,3,3,0,3,3,3,0
6087,5,1,1,1,5,1,1,1
6088,2,5,5,1,2,5,5,1
6089,4,5,5,1,4,5,5,1
6090,3,2,2,1,3,2,2,1
6091,1,1,1,0,1,1,1,0
6092,5,5,5,1,5,5,5,1
6093,2,2,2,1,2,2,2,1
6094,4,3,3,1,4,3,3,1
6095,5,5,5,0,5,5,5,0
6096,2,3,3,1,2,3,3,1
6097,5,4,4,1,5,4,4,1
6098,3,5,5,1,3,5,5,1
6099,1,2,2,1,1,2,2,1
6100,5,5,5,0,5,5,5,0
6101,3,1,1,1,3,1,1,1
6102,2,3,3,1,2,3,3,1
6103,2,5,5,1,2,5,5,1
6104,4,3,3,1,4,3,3,1
6105,4,5,5,0,4,5,5,0
6106,3,2,2,1,3,2,2,1
6107,5,4,4,1,5,4,4,1
6108,3,3,3,1,3,3,3,1
6109,1,1,1,1,1,1,1,1
6110,5,5,5,1,5,5,5,1
6111,5,2,2,1,5,2,2,1
6112,2,4,4,0,2,4,4,0
6113,1,5,5,1,1,5,5,1
6114,5,2,2,1,5,2,2,
6115,2,5,5,1,2,5,5,
6116,3,3,3,1,3,3,3,
6117,5,1,1,1,5,1,1,
6118,3,5,5,1,3,5,5,
6119,4,3,3,1,4,3,3,
6120,5,2,2,1,5,2,2,
6121,2,2,2,1,2,2,2,
6122,5,4,4,1,5,4,4,
6123,1,4,4,1,1,4,4,
6124,3,3,3,1,3,3,3,
6125,5,5,5,1,5,5,5,
6126,3,3,3,1,3,3,3,
6127,5,1,1,1,5,1,1,
6128,2,5,5,1,2,5,5,
6129,4,5,5,1,4,5,5,
6130,3,2,2,1,3,2,2,
6131,1,1,1,1,1,1,1,
6132,5,5,5,1,5,5,5,
6133,2,2,2,1,2,2,2,
6134,4,3,3,1,4,3,3,
6135,5,5,5,1,5,5,5,
6136,2,3,3,1,2,3,3,
6137,5,4,4,1,5,4,4,
6138,3,5,5,1,3,5,5,
6139,1,2,2,1,1,2,2,
6140,5,5,5,1,5,5,5,
6141,3,1,1,1,3,1,1,
6142,2,3,3,1,2,3,3,
6143,2,5,5,1,2,5,5,
6144,4,3,3,1,4,3,3,
6145,4,5,5,1,4,5,5,
6146,3,2,2,1,3,2,2,
6147,5,4,4,1,5,4,4,
6148,3,3,3,1,3,3,3,
6149,1,1,1,1,1,1,1,
6150,5,5,5,1,5,5,5,
6151,5,2,2,1,5,2,2,
6152,2,4,4,1,2,4,4,
6153,1,5,5,1,1,5,5,
6154,5,2,2,1,5,2,2,
6155,2,5,5,1,2,5,5,
6156,3,3,3,1,3,3,3,
6157,3,1,1,1,,1,1,
6158,5,5,5,1,5,5,5,
6159,3,3,3,1,3,3,3,
6160,4,2,2,1,4,2,2,
6161,5,2,2,1,5,2,2,
6162,2,4,4,1,2,4,4,
6163,5,4,4,1,5,4,4,
6164,1,3,3,1,1,3,3,
6165,3,5,5,1,3,5,5,
6166,5,3,3,1,5,3,3,
6167,3,1,1,1,3,1,1,
6168,5,5,5,1,5,5,5,
6169,2,5,5,1,2,5,5,
6170,4,2,2,1,4,2,2,
6171,3,1,1,1,3,1,1,
6172,1,5,5,1,1,5,5,
6173,5,2,2,1,5,2,2,
6174,2,3,3,1,2,3,3,
6175,4,3,3,1,4,,,
6176,5,3,3,1,5,,,
6177,2,3,3,1,2,,,
6178,5,3,3,1,5,,,
6179,3,3,3,1,3,,,
6180,1,3,3,1,1,,,1
6181,5,3,3,1,5,,,1
6182,3,3,3,1,3,,,1
6183,2,3,3,1,2,,,1
6184,2,3,3,1,2,,,1
6185,4,3,3,1,4,,,1
6186,4,3,3,1,4,,,1
6187,3,3,5,0,3,,5,0
6188,5,3,3,1,5,,3,1
6189,3,5,4,0,3,5,4,0
6190,1,3,5,1,1,3,5,1
6191,5,4,2,1,5,4,2,1
6192,5,5,5,0,5,5,5,0
6193,2,2,1,1,2,2,1,1
6194,1,5,3,1,1,5,3,1
6195,5,1,5,1,5,1,5,1
6196,2,3,3,1,2,3,3,1
6197,3,5,5,0,3,5,5,0
6198,5,3,2,1,5,3,2,1
6199,3,5,4,1,3,5,4,1
6200,4,2,3,1,4,2,3,1
6201,5,4,1,0,5,4,1,0
6202,2,3,5,1,2,3,5,1
6203,5,1,2,1,5,1,2,1
6204,1,5,4,1,1,5,4,1
6205,3,2,5,1,3,2,5,1
6206,5,4,2,0,5,4,2,0
6207,3,5,5,1,3,5,5,1
6208,5,2,3,1,5,2,3,1
6209,2,5,1,1,2,5,1,1
6210,4,3,5,1,4,3,5,1
6211,3,1,3,0,3,1,3,0
6212,1,5,2,1,1,5,2,1
6213,5,3,2,1,5,3,2,1
6214,2,2,4,1,2,2,4,1
6215,4,2,4,1,4,2,4,1
6216,5,4,3,1,5,4,3,1
6217,2,4,5,1,2,4,5,1
6218,5,3,3,0,5,3,3,0
6219,3,5,1,1,3,5,1,1
6220,1,3,5,1,1,3,5,1
6221,5,1,5,1,5,1,5,1
6222,3,5,2,1,3,5,2,1
6223,2,5,1,1,2,5,1,1
6224,2,2,5,1,2,2,5,1
6225,4,1,2,1,4,1,2,1
6226,4,5,3,1,4,5,3,1
6227,3,2,5,0,3,2,5,0
6228,5,3,3,1,5,3,3,1
6229,3,5,4,0,3,5,4,0
6230,1,3,5,1,1,3,5,1
6231,5,4,2,1,5,4,2,1
6232,5,5,5,0,5,5,5,0
6233,2,2,1,1,2,2,1,1
6234,1,5,3,1,1,5,3,1
6235,5,1,5,1,5,1,5,1
6236,2,3,3,1,2,3,3,1
6237,3,5,5,0,3,5,5,0
6238,5,3,2,1,5,3,2,1
6239,3,5,4,1,3,5,4,1
6240,4,2,3,1,4,2,3,1
6241,5,4,1,0,5,4,1,0
6242,2,3,5,1,2,3,5,1
6243,5,1,2,1,5,1,2,1
6244,1,5,4,1,1,5,4,1
6245,3,2,5,1,3,2,5,1
6246,5,4,2,0,5,4,2,0
6247,3,5,5,1,3,5,5,1
6248,5,2,3,1,5,2,3,1
6249,2,5,1,1,2,5,1,1
6250,4,3,5,1,4,3,5,1
6251,3,1,3,0,3,1,3,0
6252,1,5,2,1,1,5,2,1
6253,5,3,2,1,5,3,2,1
6254,2,2,4,1,2,2,4,1
6255,4,2,4,1,4,2,4,1
6256,5,4,3,1,5,4,3,1
6257,2,4,5,1,2,4,5,1
6258,5,3,3,0,5,3,3,0
6259,3,5,1,1,3,5,1,1
6260,1,3,5,1,1,3,5,1
6261,5,1,5,1,5,1,5,1
6262,3,5,2,1,3,5,2,1
6263,2,5,1,1,2,5,1,1
6264,2,2,5,1,2,2,5,1
6265,4,1,2,1,4,1,2,1
6266,4,5,3,1,4,5,3,1
6267,3,2,5,0,3,2,5,0
6268,5,3,3,1,5,3,3,1
6269,3,5,4,0,3,5,4,0
6270,1,3,5,1,1,3,5,1
6271,5,4,2,1,5,4,2,1
6272,5,5,5,0,5,5,5,0
6273,2,2,1,1,2,2,1,1
6274,1,5,3,1,1,5,3,1
6275,5,1,5,1,5,1,5,1
6276,2,3,3,1,2,3,3,1
6277,3,5,5,0,3,5,5,0
6278,5,3,2,1,5,3,2,1
6279,3,5,4,1,3,5,4,1
6280,4,2,3,1,4,2,3,1
6281,5,4,1,0,5,4,1,0
6282,2,3,5,1,2,3,5,1
6283,5,1,2,1,5,1,2,1
6284,1,5,4,1,1,5,4,1
6285,3,2,5,1,3,2,5,1
6286,5,4,2,0,5,4,2,0
6287,3,5,5,1,3,5,5,1
6288,5,2,3,1,5,2,3,1
6289,2,5,1,1,2,5,1,1
6290,4,3,5,1,4,3,5,1
6291,3,1,3,0,3,1,3,0
6292,1,5,2,1,1,5,2,1
6293,5,3,2,1,5,3,2,1
6294,2,2,4,1,2,2,4,1
6295,4,2,4,1,4,2,4,1
6296,5,4,3,1,5,4,3,1
6297,2,4,5,1,2,4,5,1
6298,5,3,3,0,5,3,3,0
6299,3,5,1,1,3,5,1,1
6300,1,3,5,1,1,3,5,1
6301,5,1,5,1,5,1,5,1
6302,3,5,2,1,3,5,2,1
6303,2,5,1,1,2,5,1,1
6304,2,2,5,1,2,2,5,1
6305,4,1,2,1,4,1,2,1
6306,4,5,3,1,4,5,3,1
6307,3,2,5,0,3,2,5,0
6308,5,3,3,1,5,3,3,1
6309,3,5,4,0,3,5,4,0
6310,1,3,5,1,1,3,5,1
6311,5,4,2,1,5,4,2,1
6312,5,5,5,0,5,5,5,0
6313,2,2,1,1,2,2,1,1
6314,1,5,3,1,1,5,3,1
6315,5,1,5,1,5,1,5,1
6316,2,3,3,1,2,3,3,1
6317,3,5,5,0,3,5,5,0
6318,3,3,2,1,,3,2,1
6319,5,5,4,1,5,5,4,1
6320,3,2,3,1,3,2,3,1
6321,4,4,1,0,4,4,1,0
6322,5,3,5,1,5,3,5,1
6323,2,1,2,1,2,1,2,1
6324,5,5,4,1,5,5,4,1
6325,1,2,5,1,1,2,5,1
6326,3,4,2,0,3,4,2,0
6327,5,5,5,1,5,5,5,1
6328,3,2,3,1,3,2,3,1
6329,5,5,1,1,5,5,1,1
6330,2,3,5,1,2,3,5,1
6331,4,1,3,0,4,1,3,0
6332,3,5,2,1,3,5,2,1
6333,1,3,2,1,1,3,2,1
6334,5,2,4,1,5,2,4,1
6335,2,2,4,1,2,2,4,1
6336,4,4,3,1,4,4,3,1
6337,5,4,5,1,5,4,5,1
6338,2,3,3,0,2,3,3,0
6339,5,5,1,1,5,5,1,1
6340,3,3,5,1,3,3,5,1
6341,1,1,5,1,1,1,5,1
6342,4,4,4,1,4,4,4,1
6343,3,3,3,1,3,3,3,1
6344,1,1,1,1,1,1,1,1
6345,5,5,5,1,5,5,5,1
6346,2,2,2,1,2,2,2,1
6347,4,4,4,0,4,4,4,0
6348,5,5,5,1,5,5,5,1
6349,2,2,2,0,2,2,2,0
6350,5,5,5,1,5,5,5,1
6351,3,3,3,1,3,3,3,1
6352,1,1,1,0,1,1,1,0
6353,5,5,5,1,5,5,5,1
6354,3,3,3,1,3,3,3,1
6355,2,2,2,1,2,2,2,1
6356,2,2,2,1,2,2,2,1
6357,4,4,4,0,4,4,4,0
6358,4,4,4,1,4,4,4,1
6359,3,3,3,1,3,3,3,1
6360,5,5,5,1,5,5,5,1
6361,3,3,3,0,3,3,3,0
6362,1,1,1,1,1,1,1,1
6363,5,5,5,1,5,5,5,1
6364,5,5,5,1,5,5,5,1
6365,2,2,2,1,2,2,2,1
6366,1,1,1,0,1,1,1,0
6367,5,5,5,1,5,5,5,1
6368,2,2,2,1,2,2,2,1
6369,3,3,3,1,3,3,3,1
6370,5,5,5,1,5,5,5,1
6371,3,3,3,0,3,3,3,0
6372,4,4,4,1,4,4,4,1
6373,5,5,5,1,5,5,5,1
6374,2,2,2,1,2,2,2,1
6375,5,5,5,1,5,5,5,1
6376,1,1,1,1,1,1,1,1
6377,3,3,3,1,3,3,3,1
6378,5,5,5,0,5,5,5,0
6379,3,3,3,1,3,3,3,1
6380,5,5,5,1,5,5,5,1
6381,2,2,2,1,2,2,2,1
6382,4,4,4,1,4,4,4,1
6383,3,3,3,1,3,3,3,1
6384,1,1,1,1,1,1,1,1
6385,5,5,5,1,5,5,5,1
6386,2,2,2,1,2,2,2,1
6387,4,4,4,0,4,4,4,0
6388,5,5,5,1,5,5,5,1
6389,2,2,2,0,2,2,2,0
6390,5,5,5,1,5,5,5,1
6391,3,3,3,1,3,3,3,1
6392,1,1,1,0,1,1,1,0
6393,5,5,5,1,5,5,5,1
6394,3,3,3,1,3,3,3,1
6395,2,2,2,1,2,2,2,1
6396,2,2,2,1,2,2,2,1
6397,4,4,4,0,4,4,4,0
6398,4,4,4,1,4,4,4,1
6399,3,3,3,1,3,3,3,1
6400,5,5,5,1,5,5,5,1
6401,3,3,3,0,3,3,3,0
6402,1,1,1,1,1,1,1,1
6403,5,5,5,1,5,5,5,1
6404,5,5,5,1,5,5,5,1
6405,2,2,2,1,2,2,2,1
6406,1,1,1,0,1,1,1,0
6407,5,5,5,1,5,5,5,1
6408,2,2,2,1,2,2,2,1
6409,3,3,3,1,3,3,3,1
6410,5,5,5,1,5,5,5,1
6411,3,3,3,0,3,3,3,0
6412,4,4,4,1,4,4,4,1
6413,5,5,5,1,5,5,5,1
6414,2,2,2,1,2,2,2,1
6415,5,5,5,1,5,5,5,1
6416,1,1,1,1,1,1,1,1
6417,3,3,3,1,3,3,3,1
6418,5,5,5,0,5,5,5,0
6419,3,3,3,1,3,3,3,1
6420,5,5,5,1,5,5,5,1
6421,2,2,2,1,2,2,2,1
6422,4,4,4,1,4,4,4,1
6423,3,3,3,1,3,3,3,1
6424,1,1,1,1,1,1,1,1
6425,5,5,5,1,5,5,5,1
6426,2,2,2,1,2,2,2,1
6427,4,4,4,0,4,4,4,0
6428,5,5,5,1,5,5,5,1
6429,2,2,2,0,2,2,2,0
6430,5,5,5,1,5,5,5,1
6431,3,3,3,1,3,3,3,1
6432,1,1,1,0,1,1,1,0
6433,5,5,5,1,5,5,5,1
6434,3,3,3,1,3,3,3,1
6435,2,2,2,1,2,2,2,1
6436,2,2,2,1,2,2,2,1
6437,4,4,4,0,4,4,4,0
6438,4,4,4,1,4,4,4,1
6439,3,3,3,1,3,3,3,1
6440,5,5,5,1,5,5,5,1
6441,3,3,3,0,3,3,3,0
6442,1,1,1,1,1,1,1,1
6443,5,5,5,1,5,5,5,1
6444,5,5,5,1,5,5,5,1
6445,2,2,2,1,2,2,2,1
6446,1,1,1,0,1,1,1,0
6447,5,5,5,1,5,5,5,1
6448,2,2,2,1,2,2,2,1
6449,3,3,3,1,3,3,3,1
6450,5,5,5,1,5,5,5,1
6451,3,3,3,0,3,3,3,0
6452,4,4,4,1,4,4,4,1
6453,5,5,5,1,5,5,5,1
6454,2,2,2,1,2,2,2,1
6455,5,5,5,1,5,5,5,1
6456,1,1,1,1,1,1,1,1
6457,3,3,3,1,3,3,3,1
6458,5,5,5,0,5,5,5,0
6459,3,3,3,1,3,3,3,1
6460,5,5,5,1,5,5,5,1
6461,2,2,2,1,2,2,2,1
6462,4,4,4,1,4,4,4,1
6463,3,3,3,1,3,3,3,1
6464,1,1,1,1,1,1,1,1
6465,5,5,5,1,5,5,5,1
6466,2,2,2,1,2,2,2,1
6467,4,4,4,0,4,4,4,0
6468,5,5,5,1,5,5,5,1
6469,2,2,2,0,2,2,2,0
6470,5,5,5,1,5,5,5,1
6471,3,3,3,1,3,3,3,1
6472,1,1,1,0,1,1,1,0
6473,5,5,5,1,5,5,5,1
6474,3,3,3,1,3,3,3,1
6475,2,2,2,1,2,2,2,1
6476,2,2,2,1,2,2,2,1
6477,4,4,4,0,4,4,4,0
6478,4,4,4,1,4,4,4,1
6479,3,3,3,1,3,3,3,1
6480,5,5,5,1,5,5,5,1
6481,3,3,3,0,3,3,3,0
6482,1,1,1,1,1,1,1,1
6483,5,5,5,1,5,5,5,1
6484,5,5,5,1,5,5,5,1
6485,2,2,2,1,2,2,2,1
6486,1,1,1,0,1,1,1,0
6487,5,5,5,1,5,5,5,1
6488,2,2,2,1,2,2,2,1
6489,3,3,3,1,3,3,3,1
6490,5,5,5,1,5,5,5,1
6491,3,3,3,0,3,3,3,0
6492,4,4,4,1,4,4,4,1
6493,5,5,5,1,5,5,5,1
6494,2,2,2,1,2,2,2,1
6495,5,5,5,1,5,5,5,1
6496,1,1,1,1,1,1,1,1
6497,3,3,3,1,3,3,3,1
6498,5,5,5,0,5,5,5,0
6499,3,3,3,1,3,3,3,1
6500,5,5,5,1,5,5,5,1
6501,2,2,2,1,2,2,2,1
6502,4,4,4,1,4,4,4,1
6503,3,3,3,1,3,3,3,1
6504,1,1,1,1,1,1,1,1
6505,5,5,5,1,5,5,5,1
6506,2,2,2,1,2,2,2,1
6507,4,4,4,0,4,4,4,0
6508,5,5,5,1,5,5,5,1
6509,2,2,2,0,2,2,2,0
6510,5,5,5,1,5,5,5,1
6511,3,3,3,1,3,3,3,1
6512,1,1,1,0,1,1,1,0
6513,5,5,5,1,5,5,5,1
6514,3,3,3,1,3,3,3,1
6515,2,2,2,1,2,2,2,1
6516,2,2,2,1,2,2,2,1
6517,4,4,4,0,4,4,4,0
6518,4,4,4,1,4,4,4,1
6519,3,3,3,1,3,3,3,1
6520,5,5,5,1,5,5,5,1
6521,3,3,3,0,3,3,3,0
6522,1,1,1,1,1,1,1,1
6523,5,5,5,1,5,5,5,1
6524,5,5,5,1,5,5,5,1
6525,2,2,2,1,2,2,2,1
6526,1,1,1,0,1,1,1,0
6527,5,5,5,1,5,5,5,1
6528,2,2,2,1,2,2,2,1
6529,3,3,3,1,3,3,3,1
6530,3,5,5,1,,5,5,1
6531,3,3,3,0,,3,3,0
6532,3,4,4,1,,4,4,1
6533,3,5,5,1,,5,5,1
6534,3,2,2,1,,2,2,1
6535,3,5,5,1,,5,5,1
6536,3,1,1,1,,1,1,1
6537,3,3,3,1,,3,3,1
6538,3,5,5,0,,5,5,0
6539,3,3,3,1,,3,3,1
6540,3,5,5,1,,5,5,1
6541,3,2,2,1,,2,2,1
6542,3,4,4,1,,4,4,1
